roadID	length	nodeID1	nodeID2	coords
20030	0.01445534046443052	13876	13877	-36.88027	174.73605	-36.88014	174.73605
20029	0.0640789259528824	13875	13922	-36.87514	174.73611	-36.87458	174.73628
20028	0.11149155447226403	13875	14044	-36.87514	174.73611	-36.87537	174.73733
19987	0.3180051553720322	13849	14245	-36.88181	174.73579	-36.88254	174.73782	-36.8828	174.73913
19988	0.17279460404076127	13849	13876	-36.88181	174.73579	-36.88027	174.73605
19980	0.09401192186131999	33347	13845	-36.85821	174.73547	-36.85905	174.73559
19980	0.16152937806002407	13845	13846	-36.85905	174.73559	-36.8605	174.7357
19980	0.17925179998547694	13846	13914	-36.8605	174.7357	-36.8613	174.73582	-36.86205	174.73619
19980	0.1822776454881199	13914	992997	-36.86205	174.73619	-36.86278	174.73655	-36.86347	174.73718
19980	0.16432141670028566	992997	14150	-36.86347	174.73718	-36.86374	174.73745	-36.86462	174.73834
20210	0.12060956359761865	14002	14153	-36.8767	174.73692	-36.87698	174.73823
20208	0.007707329523128058	992996	992997	-36.86352	174.73712	-36.86347	174.73718
20208	0.10351233815044729	992997	14116	-36.86347	174.73718	-36.86288	174.73808
20208	0.10075260382243069	14116	14243	-36.86288	174.73808	-36.86233	174.73898
20208	0.09727343207181897	14243	14315	-36.86233	174.73898	-36.86177	174.73982
20209	0.15231946480945252	14002	14044	-36.8767	174.73692	-36.87537	174.73733
20170	0.09609842637391626	13961	14087	-36.86967	174.73663	-36.86969	174.73771
20170	0.309639280377377	14087	14471	-36.86969	174.73771	-36.86975	174.74119
20170	0.29526295100319966	14471	14889	-36.86975	174.74119	-36.86975	174.7413	-36.86935	174.74447
20146	0.08339619498381726	13959	13960	-36.86505	174.7366	-36.8658	174.7366
20146	0.06938411178802752	13960	33359	-36.8658	174.7366	-36.86585	174.73663	-36.86621	174.73718
20149	0.33032845757391355	13962	14392	-36.87846	174.73675	-36.87859	174.73692	-36.87928	174.74029
20097	0.08262523273214117	13923	13962	-36.87782	174.73629	-36.87818	174.73651	-36.87842	174.73669	-36.87846	174.73675
20099	0.1092278969432314	13924	13962	-36.87934	174.73628	-36.87889	174.73637	-36.87846	174.73675
20098	0.10657141274655686	13924	33366	-36.87934	174.73628	-36.87958	174.73744
20333	0.16917428562923392	14076	14085	-36.87299	174.73759	-36.87228	174.73759	-36.87147	174.73765
20333	0.09340373838184372	14085	14086	-36.87147	174.73765	-36.87063	174.73765
20333	0.10465941432465302	14086	14087	-36.87063	174.73765	-36.86969	174.73771
20333	0.11468664971653839	14087	37408	-36.86969	174.73771	-36.86923	174.73771	-36.86866	174.73776
20334	0.3070204174188449	14085	14473	-36.87147	174.73765	-36.87155	174.7411
20334	0.34978261476048955	14473	14930	-36.87155	174.7411	-36.87155	174.74121	-36.87125	174.74214	-36.87048	174.74479
20335	0.3097252449887238	14086	14472	-36.87063	174.73765	-36.87072	174.74113
20335	0.3274802117943408	14472	14890	-36.87072	174.74113	-36.87072	174.74125	-36.87046	174.74214	-36.86971	174.74458
20319	0.3418969696127884	14077	14515	-36.87507	174.73782	-36.87537	174.73933	-36.8754	174.73971	-36.87522	174.74061	-36.8752	174.74093	-36.87535	174.74156
20318	0.0920195678015	13812	13923	-36.87765	174.73529	-36.87784	174.73623	-36.87782	174.73629
20318	0.3937336840256916	13923	14391	-36.87782	174.73629	-36.87765	174.73695	-36.87838	174.74057
20317	0.39822809004648607	14077	14549	-36.87507	174.73782	-36.87454	174.73802	-36.87441	174.74063	-36.87462	174.74177
20268	0.07136470024900793	14039	14040	-36.85484	174.73738	-36.85548	174.73744
20269	0.016679238997237503	14053	14039	-36.85469	174.73738	-36.85484	174.73738
20270	0.09817862819769407	14040	14042	-36.85548	174.73744	-36.85636	174.73753
20285	0.0941139913613819	13809	13915	-36.8566	174.73538	-36.85649	174.73564	-36.85643	174.7364
20285	0.10083883230218486	13915	14042	-36.85643	174.7364	-36.85636	174.73753
20285	0.10093084962084202	14042	14206	-36.85636	174.73753	-36.85628	174.73866
20285	0.070717416722153	14206	14286	-36.85628	174.73866	-36.85621	174.73945
20284	0.09401182524449125	14054	14043	-36.8643	174.73733	-36.86514	174.73745
20284	0.18075228253416284	14043	14165	-36.86514	174.73745	-36.86602	174.73765	-36.86649	174.73835
20284	0.18667147574705445	14165	14353	-36.86649	174.73835	-36.8669	174.73901	-36.867	174.73924	-36.86703	174.73933	-36.86703	174.73945	-36.867	174.73962	-36.86679	174.74017
20284	0.09963049273273275	14353	14457	-36.86679	174.74017	-36.86642	174.74119
20284	0.09994501017978091	14457	14572	-36.86642	174.74119	-36.86608	174.74223
20284	0.058233494717454114	14572	14659	-36.86608	174.74223	-36.86589	174.74284
20284	0.04501556148946513	14659	14707	-36.86589	174.74284	-36.86574	174.74331
20284	0.030983948558649593	14707	14763	-36.86574	174.74331	-36.86563	174.74363
20284	0.07851233092489189	14763	14880	-36.86563	174.74363	-36.86539	174.74446
20284	0.09431902009787854	14880	14962	-36.86539	174.74446	-36.86503	174.74542
20284	0.08095442766699984	14962	15104	-36.86503	174.74542	-36.86475	174.74626
20284	0.07334213207221335	15104	15196	-36.86475	174.74626	-36.86462	174.74653	-36.86434	174.7469
20284	0.031326672252405464	15196	15236	-36.86434	174.7469	-36.86415	174.74716
20284	0.06875265215985304	15236	15274	-36.86415	174.74716	-36.8637	174.74769
20284	0.020920914683827993	15274	15312	-36.8637	174.74769	-36.86357	174.74786
20284	0.07849172912049864	15312	33546	-36.86357	174.74786	-36.86306	174.74847
20284	0.014632872347603926	33546	15409	-36.86306	174.74847	-36.86297	174.74859
20284	0.07344223895265566	15409	15458	-36.86297	174.74859	-36.8625	174.74917
20284	0.011166655324185015	15458	33550	-36.8625	174.74917	-36.86243	174.74926
20284	0.10449013358034283	33550	15597	-36.86243	174.74926	-36.86179	174.75012
20284	0.03448357319095446	15597	15626	-36.86179	174.75012	-36.86156	174.75038
20284	0.06794876910115133	15626	15670	-36.86156	174.75038	-36.86112	174.75091
20284	0.05378475944398707	15670	15759	-36.86112	174.75091	-36.86078	174.75134
20284	0.0440336122102732	15759	15801	-36.86078	174.75134	-36.8605	174.75169
20284	0.1294323774986642	15801	15906	-36.8605	174.75169	-36.85967	174.75271
20272	0.11326308098903946	33350	14040	-36.85555	174.73617	-36.85548	174.73744
20272	0.14308852297870148	14040	43400	-36.85548	174.73744	-36.85535	174.73904
20275	0.09822184865179899	14043	14150	-36.86514	174.73745	-36.86505	174.73765	-36.86462	174.73834
